first_name,last_name,emp_no,dept_name
Olivera,Thibadeau,16549,Finance
Sadegh,Ranon,16551,Development
Sadegh,Ranon,16551,Research
Mostafa,Hiltgen,16556,Development
Hein,Senzako,16567,Customer Service
Uta,Matzen,16570,Production
Masaru,Valiente,16580,Quality Management
Vishwani,Honglei,16607,Sales
Arvind,Boguraev,16619,Development
Yongdong,Heyers,16657,Production
Florian,Soicher,16658,Research
Georgi,Peris,16672,Sales
Duke,Takanami,16674,Development
Domenick,Cummings,16679,Development
Domenick,Cummings,16679,Research
Hatem,Ghandeharizadeh,16683,Production
Ramachenga,Zumaque,16716,Development
Sasan,Benantar,16719,Human Resources
Mohd,Randt,16723,Customer Service
Kirk,Broomell,16729,Finance
Domenico,Versino,16731,Development
Vojin,Masaki,16759,Development
Vojin,Masaki,16759,Research
Shigeichiro,Bamford,16799,Development
Gila,Strooper,16801,Development
Ziva,Rohrbach,16803,Development
Sreekrishna,Dayana,16806,Sales
Sreekrishna,Dayana,16806,Customer Service
Kiyokazu,Katiyar,16808,Sales
Leon,Stasinski,16851,Human Resources
Yefim,Fontet,16852,Production
Yefim,Fontet,16852,Customer Service
JiYoung,Eppinger,16862,Production
JiYoung,Eppinger,16862,Customer Service
Candido,Gecsel,16864,Production
Yakkov,Huttel,16869,Research
Munir,Stiles,16871,Production
Nikolaos,Radhakrishnan,16875,Development
Honesty,Bresenham,16880,Production
Charlene,Ebeling,16897,Quality Management
Kazunori,Botman,16910,Development
Kazunori,Botman,16910,Research
Tesuya,Yurov,16919,Production
Evgueni,Yeung,16921,Sales
Akhilish,Apsitis,16954,Marketing
Sangeeta,Marrakchi,16955,Research
Sanjit,Braccini,16969,Development
Hirochika,Gecseg,16986,Production
Xiong,Peron,16988,Finance
Hongzue,Dahlbom,16993,Sales
Bezalel,Sadowsky,16999,Production
Bezalel,Sadowsky,16999,Research
Valdiodio,Petereit,17012,Development
Berhard,Tasistro,17018,Development
Ewing,Siepmann,17024,Production
Nishit,Montemayor,17041,Customer Service
Fay,Kornyak,17046,Development
Christoph,Murthy,17048,Quality Management
Marin,Wixon,17055,Development
Anoosh,Thiran,17063,Sales
Heping,Ruther,17066,Development
Bodh,Gopalakrishnan,17068,Development
Bodh,Gopalakrishnan,17068,Research
Richara,Bala,17072,Customer Service
Gudjon,Hitomi,17076,Production
Gudjon,Hitomi,17076,Quality Management
Gill,Hinsberger,17078,Customer Service
Weiru,Murtafg,17081,Quality Management
Rafail,Erman,17089,Sales
Xuedong,Gelosh,17098,Development
Sandeepan,Compeau,17101,Development
Radhika,Garnick,17102,Sales
Takahiro,Feldmann,17103,Development
Takahiro,Feldmann,17103,Research
Yifei,Polupanov,17120,Human Resources
Akhilish,Zweizig,17125,Quality Management
Matk,Schapire,17126,Customer Service
Ziyad,Munke,17143,Production
Aemilian,Barbanera,17146,Sales
Danai,Vecchio,17158,Production
Danai,Vecchio,17158,Customer Service
Quingbo,Mitchem,17159,Development
Shay,Montemayor,17160,Production
Yurii,Papsdorf,17163,Development
Vasilis,Guardalben,17199,Research
Junichi,Langford,17215,Production
Lorien,Panwar,17220,Production
Leen,Muchinsky,17222,Development
Ronnie,Rissanen,17235,Development
Matk,Merro,17236,Production
Neven,Milicia,17245,Sales
Abdulah,Famili,17260,Development
Arnd,Hopewell,17277,Development
Xuejia,Merle,17280,Production
Mario,Weiland,17285,Finance
Shrikanth,Pietrzykowski,17294,Quality Management
Arumugam,Ramsay,17326,Development
Yongmin,Gihr,17327,Marketing
Shaunak,Tyugu,17329,Development
Shaunak,Tyugu,17329,Research
Shigenori,Chaudhuri,17336,Production
Fan,Mullainathan,17339,Production
Fan,Mullainathan,17339,Development
Yurii,Brookman,17340,Finance
Muneo,Katiyar,17352,Sales
Mingzeng,Weisert,17355,Development
Youngkon,Nooteboom,17384,Research
Shir,Serra,17387,Marketing
Valeri,Henders,17396,Production
Kenroku,Hardjono,17397,Quality Management
Leni,Vilarrasa,17412,Customer Service
Chirstian,Munawer,17436,Sales
Makato,Belinskaya,17448,Production
Makato,Belinskaya,17448,Development
Abdelghani,Irland,17468,Sales
Genevieve,Lichtner,17470,Production
Murthy,Verhoeff,17472,Marketing
Gully,Staudhammer,17487,Development
Karlis,Vigier,17489,Human Resources
Jinya,Bratsberg,17500,Production
Gunilla,Moffat,17505,Production
Frederique,Hofmeyr,17512,Production
Frederique,Hofmeyr,17512,Development
Shahab,Keohane,17520,Development
Cathie,Uhrik,17539,Development
Kien,Marletta,17544,Production
Pradeep,Neiman,17552,Finance
Makato,Tsukuda,17556,Finance
Annemarie,Papastamatiou,17559,Development
Annemarie,Papastamatiou,17559,Research
Berthier,Deverell,17573,Sales
Behnaam,Krybus,17576,Quality Management
Kauko,Spieker,17582,Development
Emdad,Coorg,17584,Human Resources
Lein,Halevi,17586,Customer Service
Mostafa,Winter,17629,Sales
Vasilis,Swab,17647,Sales
Thanasis,Zucker,17657,Production
Adib,Braccini,17674,Development
Mingdong,Ramalingam,17677,Development
Bernt,Henders,17683,Marketing
Bernt,Henders,17683,Sales
Faiza,Cincotta,17688,Production
Feiyu,Kusalik,17696,Production
Radhia,Heping,17699,Development
Vatsa,Broomell,17704,Research
Toshimo,Mellouli,17705,Production
Owen,Katiyar,17711,Development
Josyula,Vitiello,17716,Quality Management
Tsuneo,Lienhardt,17728,Research
Tru,Cappelletti,17742,Research
Hatem,Schreiter,17745,Development
Chirstian,Matzov,17778,Customer Service
Matt,Stifter,17791,Sales
Guangming,Suessmith,17798,Marketing
Jianhua,Glowinski,17807,Production
Shuji,Wissmann,17815,Development
Toshimo,Kenevan,17816,Production
Zhilian,Fiutem,17834,Development
Tonny,Sherertz,17840,Development
Hilary,Ramaiah,17841,Production
Mandell,Varker,17849,Human Resources
Xiaocheng,Prochazka,17869,Production
Xiaocheng,Prochazka,17869,Development
Ebbe,Hedayat,17871,Quality Management
Rutger,Minakawa,17874,Sales
Isaac,Luiz,17891,Development
Sakthirel,Belinskaya,17900,Development
Kotesh,Bernini,17907,Finance
Sukumar,Morrin,17916,Development
Adamantios,Baezner,17925,Quality Management
Sanjit,Beidas,17973,Development
Sanjit,Beidas,17973,Quality Management
Oguz,Angelopoulos,17986,Sales
Oldrich,Vickson,17995,Customer Service
Vidya,Hanabata,18006,Sales
Vidya,Hanabata,18006,Customer Service
Jiong,Shanbhogue,18013,Development
Somnath,Kaminger,18016,Sales
Sasan,Schrooten,18018,Sales
Adhemar,Pelz,18020,Research
Jasminko,Brookner,18030,Production
Chriss,Wroclawski,18065,Sales
Lein,Goodrum,18075,Quality Management
Satyanarayana,Rosar,18080,Production
Satyanarayana,Rosar,18080,Development
Kazuhiko,Fendler,18099,Development
Sanjai,Genin,18108,Sales
Kristinn,Hitomi,18123,Customer Service
Claudi,Cairo,18130,Research
Ult,Pesch,18134,Development
Moni,Baezner,18138,Development
Moni,Baezner,18138,Research
Dayanand,Danlos,18155,Production
Gregory,Beerel,18181,Customer Service
Demin,Irland,18208,Human Resources
Mabo,Radhakrishnan,18210,Development
Constantino,Journel,18212,Customer Service
Gully,Mitchem,18223,Production
Gully,Mitchem,18223,Research
Limsoon,Tramer,18237,Production
Shichao,Demian,18242,Production
Alair,Panangaden,18251,Research
Shridhar,Baak,18261,Development
Yefim,Karnin,18274,Sales
Guther,Nastansky,18297,Sales
Ioana,Dalton,18310,Development
Hongzue,Msuda,18316,Development
Tonia,Lueh,18322,Production
Oddvar,Tiemann,18323,Development
Oddvar,Tiemann,18323,Quality Management
Munehiro,Plesums,18333,Production
Gian,Debuse,18375,Human Resources
Wayne,Stranks,18376,Production
Remko,Mattern,18382,Development
Wuxu,Aseltine,18393,Production
Vidya,Itzfeldt,18401,Sales
Bernice,Ritzmann,18402,Customer Service
Kiyomitsu,Qiwen,18427,Finance
Chiradeep,Iacovou,18438,Quality Management
Florina,Swick,18443,Sales
Rosine,Bazelow,18448,Development
Takahito,Hoppenstand,18450,Finance
Eric,Anido,18454,Sales
Shuzo,Kavanagh,18459,Customer Service
Kirk,Cunliffe,18468,Development
Mitsuyuki,Stranks,18478,Production
Mechthild,Marletta,18503,Production
Pascal,Marzano,18511,Development
Joydip,Onuegbe,18532,Finance
Tiina,Anido,18542,Development
Gladys,Sankaranarayanan,18547,Production
Xinglin,Flowers,18571,Development
Zongyan,Baca,18573,Finance
Mabo,Bamford,18580,Production
Mitsuyuki,Ranai,18581,Sales
Mitsuyuki,Ranai,18581,Customer Service
Rafols,Sridhar,18663,Production
Itzchak,Akaboshi,18664,Sales
Hitofumi,Baja,18666,Development
Hitofumi,Baja,18666,Research
Shan,Nastansky,18671,Development
Ohad,Orlowski,18673,Development
Roded,Lambe,18679,Sales
Mori,Ratnakar,18701,Sales
Debaprosad,Schicker,18706,Sales
Cullen,Marchegay,18725,Sales
Tzvetan,Luft,18728,Development
Fei,Yurek,18770,Quality Management
Domenick,Haraldson,18771,Sales
Shay,Akazan,18775,Development
Pohua,Hempstead,18784,Finance
Guozhong,Veevers,18786,Production
Guozhong,Veevers,18786,Development
Reinhold,Domenig,18789,Sales
Florina,Rahier,18790,Development
Kshitij,Lunn,18799,Research
Akhilish,Petereit,18806,Finance
Laurentiu,Munoz,18809,Sales
Cheong,Oxenboll,18811,Research
Kristin,Xiaoshan,18817,Human Resources
Roded,Majewski,18833,Development
Uwe,Lieblein,18835,Development
Fumiyo,Hettesheimer,18866,Production
Fumiyo,Hettesheimer,18866,Quality Management
Sajjan,Stassinopoulos,18888,Development
Pasqua,Litecky,18890,Human Resources
Remco,Stille,18919,Production
Maren,Radwan,18921,Development
Muneo,Msuda,18927,Development
Barun,Panienski,18933,Development
Anneli,Rando,18943,Marketing
Gio,Warwick,18946,Production
Ziya,Flexer,18955,Production
Girolamo,Fujisawa,18979,Production
Girolamo,Fujisawa,18979,Quality Management
Weiye,Kawashimo,18980,Development
Pintsang,Babu,18986,Finance
Goh,Quittner,18989,Human Resources
Leszek,Mitsuhashi,18994,Sales
Martina,Hempstead,19006,Development
Gal,Panangaden,19012,Sales
Jiafu,Danecki,19014,Sales
Ferdinand,Nanard,19027,Production
Khosrow,Jiang,19029,Development
Rosella,Pollock,19031,Sales
Fuqing,Bellone,19035,Production
Fuqing,Bellone,19035,Customer Service
Sampalli,Vesna,19036,Finance
Lucien,Bernardeschi,19037,Quality Management
Rosita,Levergood,19042,Production
Nikolaus,Radhakrishnan,19048,Sales
Breannda,Picht,19049,Human Resources
Marek,Cappello,19051,Development
Hein,Ferretti,19076,Human Resources
Badri,Ellozy,19089,Development
Jenwei,Denis,19109,Sales
Jayson,Pietracaprina,19114,Finance
Giri,Qiwen,19120,Development
Bowen,Jiafu,19129,Production
Bowen,Jiafu,19129,Quality Management
Seongbin,Bakhtari,19134,Sales
Chaitali,Bennis,19147,Sales
Jeanne,Peral,19151,Research
Inderjeet,Denna,19154,Marketing
Tetsurou,Jervis,19160,Sales
Tetsurou,Jervis,19160,Customer Service
Chinho,Fadgyas,19162,Production
Yinlin,Schusler,19192,Development
Arto,Sommen,19201,Sales
Moto,Sinitsyn,19205,Sales
Wanqing,Pellegrinelli,19206,Production
Berhard,Encarnacion,19209,Human Resources
Guenter,Vitiello,19244,Human Resources
Saniya,Iivonen,19249,Production
Saniya,Iivonen,19249,Quality Management
Rosita,Riexinger,19256,Customer Service
Anoosh,Pelc,19259,Development
Adit,Papastamatiou,19268,Production
IEEE,Schoegge,19294,Development
Bouchung,Guerreiro,19310,Development
Bouchung,Guerreiro,19310,Research
Xianlong,Halevi,19318,Sales
Xianlong,Halevi,19318,Customer Service
Yannik,Smeets,19328,Production
Yannik,Smeets,19328,Quality Management
Alair,Marletta,19329,Production
Changho,Khamsi,19332,Quality Management
Sanjeeva,Schrooten,19333,Development
Susanta,Khalid,19335,Research
Mayumi,Schaar,19353,Development
Masato,Prenel,19356,Marketing
Masato,Prenel,19356,Customer Service
Xiahua,Holburn,19381,Sales
Boaz,Back,19393,Research
Charmane,Bahl,19394,Finance
Charmane,Bahl,19394,Human Resources
Arnd,Diderrich,19397,Customer Service
Sakthirel,Lindenbaum,19406,Production
Palash,Bernardeschi,19419,Sales
Florian,Budinsky,19422,Production
Florian,Budinsky,19422,Quality Management
Xuejia,Pettey,19425,Development
Baoqiu,Buescher,19453,Customer Service
Taisook,Hutter,19454,Human Resources
Mitchel,Ecklund,19467,Customer Service
Huiqun,Cannane,19487,Development
Maris,Perly,19488,Development
Caolyn,Tramer,19493,Production
Kokou,Baranowski,19501,Finance
Jaana,Papsdorf,19503,Production
Jamaludin,Fujisaki,19511,Marketing
Keiichiro,Gurbaxani,19515,Development
Genta,Vieri,19518,Finance
Genta,Vieri,19518,Human Resources
Chaitali,Perl,19543,Development
Kwan,Penz,19546,Production
Zito,Riesenhuber,19565,Production
Stein,Tagansky,19580,Sales
Edwin,Veccia,19583,Production
Edwin,Veccia,19583,Research
Hirochika,Minakawa,19586,Development
Sandeepan,Olivero,19602,Production
Chenxi,Erdmenger,19612,Marketing
Chenxi,Erdmenger,19612,Customer Service
Niranjan,Uchoa,19616,Development
Mircea,Landherr,19617,Production
Radhakrishnan,Albarhamtoshy,19621,Development
Younwoo,Wolniewicz,19624,Sales
Stepehn,Matzke,19629,Sales
Tayeb,Nourani,19633,Development
Phuoc,Etalle,19634,Sales
Dipayan,Papastamatiou,19637,Development
Sibyl,Terlouw,19639,Human Resources
Tonny,Francisci,19640,Production
Tonny,Francisci,19640,Quality Management
Jackson,Isaac,19644,Production
Gay,Crooks,19653,Development
Sangeeta,Speckmann,19661,Research
Sverrir,Navazio,19663,Sales
Khalid,Zielinski,19665,Development
Munenori,Matzel,19667,Marketing
Shem,Honiden,19669,Sales
Mart,Varley,19674,Customer Service
Isamu,Herath,19675,Sales
Xiping,Plotkin,19678,Development
Ortrud,Biros,19708,Sales
Xiaopeng,Asmuth,19709,Production
Kristine,Litzler,19712,Customer Service
Kwangyoen,Maksimenko,19720,Development
Xuejun,Magalhaes,19723,Sales
Visit,Hasham,19724,Sales
Candido,Ramsey,19728,Sales
Harngdar,Cools,19737,Production
Harngdar,Cools,19737,Quality Management
Giri,Sury,19738,Marketing
Aleksander,Skafidas,19744,Development
Rildo,Birdsall,19758,Development
Saeed,Munke,19766,Customer Service
Aral,Katalagarianos,19771,Finance
Halsur,Ferretti,19777,Sales
Kankanahalli,Azulay,19791,Production
Tamiya,Benzmuller,19804,Finance
Subhrajyoti,Rosaz,19814,Research
Fox,Christ,19826,Sales
Dannz,Maliniak,19828,Quality Management
Tadahiro,Hempstead,19839,Development
Adil,Straney,19841,Sales
Mohamadou,Peir,19843,Marketing
Weicheng,Serre,19849,Sales
Xuejia,Kuzuoka,19874,Sales
Thanasis,Demri,19882,Human Resources
Tsvetan,Stasinski,19901,Human Resources
Mototsugu,Rosenbaum,19904,Production
Taizo,Bharadwaj,19933,Human Resources
Reinhard,Einsfeld,19940,Sales
Shimshon,Schoegge,19943,Production
Owen,Levasseur,19946,Finance
Jaroslava,Kusakari,19950,Development
IEEE,Conry,19955,Sales
IEEE,Conry,19955,Customer Service
Mabry,Geffroy,19975,Production
Mabry,Geffroy,19975,Development
Khatoun,Baba,19982,Quality Management
Zhonghui,Taubenfeld,19984,Production
Zhonghui,Taubenfeld,19984,Customer Service
Berni,Chinen,19996,Production
Geoff,Birnbaum,20006,Development
Jaewoo,Lanphier,20013,Development
Felicidad,Bellone,20022,Development
Martine,Kambil,20024,Production
Tse,VanScheik,20037,Development
Udo,Harbusch,20039,Finance
Margareta,Munck,20042,Sales
Chikara,Adachi,20043,Development
Hairong,Swiss,20055,Human Resources
Pranay,Panwar,20059,Development
Chrisa,Attimonelli,20060,Development
Guttorm,Carrere,20063,Production
Guttorm,Carrere,20063,Research
Mana,Onuegbe,20065,Finance
Masali,Rouquie,20068,Production
Guenter,Huhdanpaa,20069,Human Resources
Mikhail,Oberman,20075,Development
Janalee,Bach,20091,Human Resources
Yoshimitsu,Hanabata,20117,Production
Yoshimitsu,Hanabata,20117,Customer Service
Josyula,Shigei,20119,Production
Oldrich,Bazelow,20121,Human Resources
Ibibia,Polupanov,20148,Sales
Isamu,Valiente,20159,Production
Gil,Zuberek,20169,Development
Emdad,Himler,20170,Marketing
Emdad,Himler,20170,Sales
Kazuhira,Murtha,20171,Production
Thodoros,Wegerle,20181,Marketing
Thodoros,Wegerle,20181,Sales
Jianhua,Narahari,20186,Production
Mark,Nanard,20189,Production
Mark,Nanard,20189,Customer Service
Ioana,Gihr,20218,Production
Ioana,Gihr,20218,Quality Management
Baziley,Rettelbach,20222,Marketing
Halsur,Fujisawa,20245,Development
Cristinel,Unno,20251,Development
Yannik,Bratten,20259,Quality Management
Amalendu,Willoner,20265,Production
Ekawit,Kakkad,20266,Sales
Monique,Parascandalo,20284,Development
Gou,Birnbaum,20305,Marketing
Gou,Birnbaum,20305,Sales
Kellie,Krybus,20316,Customer Service
Katsuyuki,England,20325,Sales
Miquel,Frijda,20334,Development
Magy,Wolniewicz,20336,Production
Masami,Jumpertz,20339,Development
Jeong,Antonakopoulos,20346,Production
Arve,Peir,20358,Production
Bernt,Takanami,20367,Development
Denis,Samarati,20368,Customer Service
Terresa,Sidje,20392,Development
Szabolcs,Shrader,20402,Production
Rildo,Reinhard,20403,Quality Management
Pranas,Genther,20407,Production
Debatosh,Smailagic,20408,Development
True,Schapiro,20425,Customer Service
Oguz,Homond,20435,Sales
Rasiah,Kavraki,20436,Finance
Abdelwaheb,Binkley,20450,Development
Nidapan,Gunderson,20454,Development
Sigeru,Highland,20456,Development
Boguslaw,Garrabrants,20489,Development
Soenke,Douceur,20490,Development
Soenke,Douceur,20490,Customer Service
Lucien,Pagter,20494,Sales
Suvo,Gini,20498,Development
Dines,Bednarek,20528,Research
Nevio,Katiyar,20530,Development
Rosita,Kalloufi,20534,Sales
Woody,Chaudhury,20545,Sales
Edwin,Bugrara,20548,Human Resources
Koichi,Kabayashi,20550,Development
Toong,Panangaden,20558,Human Resources
Bernd,Butterworth,20585,Development
Akeel,Clouatre,20586,Production
Martins,Dratva,20602,Production
Martins,Dratva,20602,Quality Management
Marjo,Speer,20606,Customer Service
Arumugam,Navazio,20621,Sales
Xiong,Nanard,20624,Development
Uno,Cusworth,20625,Production
Hercules,Varman,20626,Production
Masaki,Heiserman,20631,Production
Fumino,Baja,20635,Production
Hsiangchu,Collavizza,20636,Finance
Alexius,Vickson,20651,Development
Shushma,Linares,20666,Development
Maria,Avouris,20674,Marketing
Yefim,Flasterstein,20693,Development
Aemilian,Arlazarov,20708,Sales
Nikolaos,Basart,20716,Human Resources
Billie,Sessa,20728,Sales
Nitsan,Zyda,20751,Marketing
Jungsoon,Szilard,20755,Production
Ingemar,Taubman,20757,Production
Steve,Viele,20765,Sales
Chenyi,Conry,20766,Quality Management
Pranav,Luft,20793,Development
Shaz,Rathonyi,20794,Production
Shaz,Rathonyi,20794,Development
Srinidhi,Sinicrope,20813,Sales
Otilia,DeMori,20820,Production
Brewster,Sewelson,20828,Human Resources
Jingling,Alameldin,20836,Sales
Jinxi,Werthner,20857,Research
Szabolcs,Michaels,20860,Quality Management
Duangkaew,Hainaut,20881,Production
Yagil,Kemmerer,20903,Development
Menkae,Miara,20923,Sales
Along,Hebden,20929,Production
Ashish,Eiron,20958,Development
Clyde,Erez,20964,Sales
Tadanori,Bahl,20965,Production
Tadanori,Bahl,20965,Quality Management
Nimmagadda,Rijsenbrij,20968,Development
Hisao,Yavatkar,20974,Marketing
Hisao,Yavatkar,20974,Sales
Pradeep,Kumaresan,20979,Sales
Domenick,Rabejac,20987,Human Resources
Christfried,Junet,21007,Sales
Demin,Zedlitz,21011,Production
Oksana,Brodie,21019,Human Resources
Kensei,Casley,21037,Human Resources
Mack,Rajala,21044,Production
Saeko,Sichman,21054,Production
Shaw,Bolotov,21078,Production
Chikara,Montresor,21092,Quality Management
Lech,Chenoweth,21109,Development
Shaowei,Solares,21110,Sales
Ziyad,Coorg,21127,Production
Carrsten,Brizzi,21133,Marketing
Carrsten,Brizzi,21133,Sales
Niteen,Haraldson,21138,Sales
Mayumi,Hennings,21143,Sales
Jouko,Demos,21157,Quality Management
Irena,Moffat,21161,Human Resources
Mingdong,Pfau,21165,Development
Emdad,Bressoud,21171,Customer Service
Sajjad,Krohm,21192,Production
Sajjad,Krohm,21192,Development
Krisda,Walstra,21206,Production
Yechiam,Gelosh,21210,Production
Weiru,Angelov,21214,Development
Vasilis,Collavizza,21229,Development
Krister,Chinin,21239,Research
Fatemeh,Riexinger,21251,Development
Jaewon,Baba,21255,Research
Waiman,Suppi,21275,Marketing
Waiman,Suppi,21275,Human Resources
Nechama,Wendorf,21288,Development
Mani,Bahi,21312,Development
Laurentiu,Raney,21321,Production
Laurentiu,Raney,21321,Development
Satosi,Veccia,21336,Production
Francesca,Ghalwash,21347,Customer Service
